,SNR Input,mean SNR out,std SNR out,fit slope,Number of Sums
0,0.001,2.7861137068376394,0.35275681767637357,4.654482280230812,249
1,0.1030204081632653,2.755091618570556,0.3100445863218948,4.654482280230812,249
2,0.2050408163265306,2.8301451857904003,0.35069406974161055,4.654482280230812,249
3,0.3070612244897959,2.9006584706725542,0.38477819182675677,4.654482280230812,249
4,0.4090816326530612,3.06193551367212,0.4186049143724574,4.654482280230812,249
5,0.5111020408163265,3.223292582662197,0.5241701123374171,4.654482280230812,249
6,0.6131224489795918,3.525429658045331,0.5393990229457875,4.654482280230812,249
7,0.7151428571428571,3.8578236731714703,0.6416625172516868,4.654482280230812,249
8,0.8171632653061224,4.195119146473847,0.6774401726512953,4.654482280230812,249
9,0.9191836734693877,4.633673748421203,0.7540650476265826,4.654482280230812,249
10,1.0212040816326529,5.09211185760411,0.7610308675896754,4.654482280230812,249
11,1.123224489795918,5.489620583731564,0.7491051732474828,4.654482280230812,249
12,1.2252448979591835,5.982003181807448,0.7674732995287649,4.654482280230812,249
13,1.3272653061224489,6.442361210931591,0.7923501706078582,4.654482280230812,249
14,1.429285714285714,6.957252175515614,0.7505327667139902,4.654482280230812,249
15,1.5313061224489792,7.346782702525557,0.7991054258959177,4.654482280230812,249
16,1.6333265306122446,7.879584725817202,0.8374161041736952,4.654482280230812,249
17,1.73534693877551,8.27271068642479,0.786476587037355,4.654482280230812,249
18,1.8373673469387752,8.794137603251482,0.7768912868295004,4.654482280230812,249
19,1.9393877551020404,9.223813484074169,0.8341444047774701,4.654482280230812,249
20,2.041408163265306,9.780796579731097,0.8186145201209564,4.654482280230812,249
21,2.1434285714285712,10.19700079304383,0.7865056137107376,4.654482280230812,249
22,2.245448979591836,10.688363069357164,0.8563198619555417,4.654482280230812,249
23,2.3474693877551016,11.108555750006024,0.8739372835041707,4.654482280230812,249
24,2.449489795918367,11.65643239508215,0.8716835930075546,4.654482280230812,249
25,2.5515102040816324,12.089003418543525,0.8957447394298815,4.654482280230812,249
26,2.653530612244898,12.568038483702967,0.8878950643156569,4.654482280230812,249
27,2.755551020408163,13.040189061099802,0.8873727233710135,4.654482280230812,249
28,2.857571428571428,13.50278608546324,0.8841988146011522,4.654482280230812,249
29,2.9595918367346936,13.942762602573904,0.8566487132426552,4.654482280230812,249
30,3.0616122448979586,14.442060224523178,0.8556914756436138,4.654482280230812,249
31,3.163632653061224,14.926398679242897,0.8870157144251076,4.654482280230812,249
32,3.2656530612244894,15.357821174765352,0.8974056094172018,4.654482280230812,249
33,3.367673469387755,15.866989443858703,0.8946570813348159,4.654482280230812,249
34,3.46969387755102,16.431769897763406,0.8820103421203231,4.654482280230812,249
35,3.571714285714285,16.834894954997544,0.8933556686477158,4.654482280230812,249
36,3.6737346938775506,17.304273364907132,0.9182669348073635,4.654482280230812,249
37,3.775755102040816,17.853980113983447,0.9132471326333486,4.654482280230812,249
38,3.877775510204081,18.330363776085797,0.9016774548874463,4.654482280230812,249
39,3.9797959183673464,18.82983087272378,0.9403087478878742,4.654482280230812,249
40,4.081816326530612,19.235808865984385,0.9544969746427652,4.654482280230812,249
41,4.183836734693878,19.672533392521647,0.9802702636439989,4.654482280230812,249
42,4.285857142857143,20.177069449523767,0.9499980567172646,4.654482280230812,249
43,4.387877551020408,20.635263327314945,0.9646952122949544,4.654482280230812,249
44,4.489897959183673,21.103152483044788,0.9893424354006036,4.654482280230812,249
45,4.591918367346938,21.69953905128831,0.9682710353047261,4.654482280230812,249
46,4.693938775510204,22.19253484051295,1.0156042581656206,4.654482280230812,249
47,4.795959183673469,22.586703537338234,0.8930217536919469,4.654482280230812,249
48,4.897979591836735,23.022006340778475,1.0057110237299713,4.654482280230812,249
49,5.0,23.557919157550632,0.9477063304668089,4.654482280230812,249
