,SNR Input,mean SNR out,std SNR out,fit slope,Num Sums
0,0.04443919,2.084219537,0.498489396,1.160225145,116
1,0.04551996,2.028264305,0.489761922,1.160225145,116
2,0.045823597,2.062220032,0.50811288,1.160225145,116
3,0.046692225,2.06542869,0.498443584,1.160225145,116
4,0.047423946,2.110362193,0.500726404,1.160225145,116
5,0.047462417,2.100043821,0.505902746,1.160225145,116
6,0.047413538,2.060682281,0.513976868,1.160225145,116
7,0.048949627,2.083416862,0.518880939,1.160225145,116
8,0.049322505,2.083032973,0.519329781,1.160225145,116
9,0.050020669,2.107432158,0.5330738,1.160225145,116
10,0.050224727,2.135232205,0.498303537,1.160225145,116
11,0.050615702,2.117954265,0.5102428,1.160225145,116
12,0.051710484,2.109321286,0.508550002,1.160225145,116
13,0.051957324,2.096179738,0.528449715,1.160225145,116
14,0.052557966,2.083724451,0.487397827,1.160225145,116
15,0.053193412,2.048911547,0.47812882,1.160225145,116
16,0.053759528,2.09201331,0.54593391,1.160225145,116
17,0.054328058,2.078637065,0.479994533,1.160225145,116
18,0.055109972,2.060535692,0.494371737,1.160225145,116
19,0.055599655,2.100171071,0.519395917,1.160225145,116
20,0.056128233,2.107525557,0.505223731,1.160225145,116
21,0.057615238,2.081395744,0.476609595,1.160225145,116
22,0.058322242,2.06840306,0.493300068,1.160225145,116
23,0.058785299,2.08059675,0.551897191,1.160225145,116
24,0.059082278,2.083338896,0.48866353,1.160225145,116
25,0.059850419,2.098462028,0.514464735,1.160225145,116
26,0.060143646,2.070271512,0.508039283,1.160225145,116
27,0.061621846,2.072179703,0.501339271,1.160225145,116
28,0.062989055,2.10532763,0.504075322,1.160225145,116
29,0.063999412,2.113632248,0.534890878,1.160225145,116
30,0.064603068,2.12528837,0.549148026,1.160225145,116
31,0.064878477,2.07320808,0.489928314,1.160225145,116
32,0.066458193,2.098690257,0.545703852,1.160225145,116
33,0.067296204,2.056527861,0.497626193,1.160225145,116
34,0.068447414,2.134047403,0.515239763,1.160225145,116
35,0.069576269,2.086666381,0.479689563,1.160225145,116
36,0.071041163,2.059793319,0.476477749,1.160225145,116
37,0.071615285,2.081506537,0.496708464,1.160225145,116
38,0.072024181,2.085251164,0.506713784,1.160225145,116
39,0.072972853,2.057852406,0.528423181,1.160225145,116
40,0.075764076,2.073458803,0.494808646,1.160225145,116
41,0.076884991,2.059257953,0.5160783,1.160225145,116
42,0.078411493,2.100238374,0.506052782,1.160225145,116
43,0.078896879,2.085777577,0.493252707,1.160225145,116
44,0.081197781,2.111592861,0.490878283,1.160225145,116
45,0.082115273,2.04295219,0.500030488,1.160225145,116
46,0.083753247,2.012413711,0.461870386,1.160225145,116
47,0.085049095,2.004839683,0.488829217,1.160225145,116
48,0.086514202,2.066538838,0.484073098,1.160225145,116
49,0.089255558,2.068699208,0.508390643,1.160225145,116
50,0.09075795,2.105830973,0.48803133,1.160225145,116
51,0.092800318,2.094958818,0.51521787,1.160225145,116
52,0.094155494,2.133474162,0.511128786,1.160225145,116
53,0.095056526,2.086362446,0.530097229,1.160225145,116
54,0.098962264,2.084604846,0.516203945,1.160225145,116
55,0.100240018,2.065623819,0.499946687,1.160225145,116
56,0.101502023,2.111162377,0.526313368,1.160225145,116
57,0.105885708,2.052799139,0.489278426,1.160225145,116
58,0.108245638,2.082426781,0.521643457,1.160225145,116
59,0.110851702,2.028133384,0.503067151,1.160225145,116
60,0.112825721,2.042451307,0.489141807,1.160225145,116
61,0.115883819,2.080962295,0.498406392,1.160225145,116
62,0.118814052,2.124855074,0.503465853,1.160225145,116
63,0.121808139,2.044424581,0.512507304,1.160225145,116
64,0.123623902,2.107098768,0.526212422,1.160225145,116
65,0.129166542,2.089124334,0.499561045,1.160225145,116
66,0.131387627,2.087657574,0.540486515,1.160225145,116
67,0.137825787,2.025996322,0.472956424,1.160225145,116
68,0.141312857,2.106189363,0.511530237,1.160225145,116
69,0.146864581,2.077996912,0.509174431,1.160225145,116
70,0.150755994,2.083186771,0.508334681,1.160225145,116
71,0.155514493,2.100695862,0.476414067,1.160225145,116
72,0.161699715,2.073663225,0.476865577,1.160225145,116
73,0.167504515,2.131601558,0.529606347,1.160225145,116
74,0.173695094,2.107133733,0.525659521,1.160225145,116
75,0.182087953,2.123760998,0.510765233,1.160225145,116
76,0.188037684,2.117718024,0.545102027,1.160225145,116
77,0.196151127,2.116325721,0.496492723,1.160225145,116
78,0.203115596,2.108983878,0.53714469,1.160225145,116
79,0.212045752,2.128908556,0.525793545,1.160225145,116
80,0.227287079,2.122932202,0.54464309,1.160225145,116
81,0.239379674,2.120577969,0.495740791,1.160225145,116
82,0.250147635,2.070335574,0.485940689,1.160225145,116
83,0.26734159,2.115057952,0.485443238,1.160225145,116
84,0.281353367,2.127607054,0.510111814,1.160225145,116
85,0.300285828,2.099285075,0.524523389,1.160225145,116
86,0.322969068,2.05788539,0.510185213,1.160225145,116
87,0.347882637,2.133202482,0.509280887,1.160225145,116
88,0.375010982,2.167502037,0.504652277,1.160225145,116
89,0.413387709,2.181918391,0.541355375,1.160225145,116
90,0.453850533,2.180932025,0.521167456,1.160225145,116
91,0.498088306,2.243766498,0.501509672,1.160225145,116
92,0.560295741,2.248854141,0.569260758,1.160225145,116
93,0.638442872,2.25532203,0.553890272,1.160225145,116
94,0.742521379,2.342182536,0.592832799,1.160225145,116
95,0.8922214,2.344272008,0.544539681,1.160225145,116
96,1.123784222,2.601846146,0.661066039,1.160225145,116
97,1.517642731,2.923900291,0.689214637,1.160225145,116
98,2.222627622,3.673813942,0.755005225,1.160225145,116
99,4.524368333,6.53677589,0.862329229,1.160225145,116
