,SNR Input,mean SNR out,std SNR out,fit slope,Num Sums
0,0.044801394,2.030073265,0.41200898,3.283244073,24
1,0.045639204,2.009972414,0.445591277,3.283244073,24
2,0.045591157,2.054995634,0.446958067,3.283244073,24
3,0.04662274,2.015318412,0.453727617,3.283244073,24
4,0.046956052,2.008800712,0.425559788,3.283244073,24
5,0.047397237,2.014042515,0.432829923,3.283244073,24
6,0.047925259,2.04913338,0.446092402,3.283244073,24
7,0.048958839,2.039133662,0.44281226,3.283244073,24
8,0.048903359,2.063286841,0.44201238,3.283244073,24
9,0.049689246,2.08778761,0.476863227,3.283244073,24
10,0.050194899,2.019676937,0.478756959,3.283244073,24
11,0.050464669,2.090548894,0.469140887,3.283244073,24
12,0.051037997,2.070842155,0.498302557,3.283244073,24
13,0.052310003,2.008138486,0.457539449,3.283244073,24
14,0.052534406,2.025921135,0.463271746,3.283244073,24
15,0.053272788,2.048084526,0.47307239,3.283244073,24
16,0.053634914,2.034107057,0.494614991,3.283244073,24
17,0.054106418,2.006966262,0.411861507,3.283244073,24
18,0.054977585,2.048368054,0.446003058,3.283244073,24
19,0.055829535,2.015103353,0.447574813,3.283244073,24
20,0.055805893,2.017862149,0.43949273,3.283244073,24
21,0.057500279,2.065987179,0.434579212,3.283244073,24
22,0.058241693,2.023411584,0.418568826,3.283244073,24
23,0.058456792,2.044660449,0.459468709,3.283244073,24
24,0.059817062,2.089035623,0.482934352,3.283244073,24
25,0.060691977,2.060915719,0.471187156,3.283244073,24
26,0.060716135,2.048483069,0.460677295,3.283244073,24
27,0.061829248,2.050874376,0.419300009,3.283244073,24
28,0.063225004,1.987893742,0.456770623,3.283244073,24
29,0.063571493,2.060077935,0.460224373,3.283244073,24
30,0.064688396,2.081800245,0.477117359,3.283244073,24
31,0.065578354,2.078717515,0.477997183,3.283244073,24
32,0.066271985,2.025162639,0.45811145,3.283244073,24
33,0.067620904,1.982610496,0.430453715,3.283244073,24
34,0.068614491,2.051424319,0.428748157,3.283244073,24
35,0.069272644,2.014609287,0.481777283,3.283244073,24
36,0.070514969,2.070062808,0.46261515,3.283244073,24
37,0.072176715,2.10480696,0.461362325,3.283244073,24
38,0.07332591,1.982793087,0.445729849,3.283244073,24
39,0.073658171,2.059411584,0.454987304,3.283244073,24
40,0.075346368,2.056467092,0.453999446,3.283244073,24
41,0.0766356,2.086414617,0.473104008,3.283244073,24
42,0.077692022,1.998313726,0.45196924,3.283244073,24
43,0.07986797,2.048622394,0.417886901,3.283244073,24
44,0.080198084,2.087199855,0.440946173,3.283244073,24
45,0.082181378,2.035215911,0.469995834,3.283244073,24
46,0.084307956,2.022802603,0.440460675,3.283244073,24
