# Time (ns)	Electric Potential (V)
19.0807	0.0908848
19.0821	0.0910798
19.0836	0.0912733
19.0851	0.0914653
19.0865	0.0916558
19.088	0.0918447
19.0895	0.0920322
19.0909	0.0922181
19.0924	0.0924025
19.0939	0.0925854
19.0953	0.0927668
19.0968	0.0929466
19.0983	0.0931249
19.0998	0.0933017
19.1012	0.0934769
19.1027	0.0936505
19.1042	0.0938227
19.1056	0.0939932
19.1071	0.0941623
19.1086	0.0943298
19.11	0.0944957
19.1115	0.09466
19.113	0.0948228
19.1144	0.0949841
19.1159	0.0951437
19.1174	0.0953018
19.1188	0.0954584
19.1203	0.0956133
19.1218	0.0957667
19.1232	0.0959185
19.1247	0.0960687
19.1262	0.0962173
19.1276	0.0963644
19.1291	0.0965098
19.1306	0.0966537
19.132	0.096796
19.1335	0.0969366
19.135	0.0970757
19.1364	0.0972132
19.1379	0.097349
19.1394	0.0974833
19.1408	0.097616
19.1423	0.097747
19.1438	0.0978765
19.1452	0.0980043
19.1467	0.0981305
19.1482	0.0982551
19.1496	0.098378
19.1511	0.0984994
19.1526	0.0986191
19.154	0.0987372
19.1555	0.0988537
19.157	0.0989685
19.1584	0.0990817
19.1599	0.0991933
19.1614	0.0993033
19.1628	0.0994116
19.1643	0.0995182
19.1658	0.0996233
19.1672	0.0997266
19.1687	0.0998284
19.1702	0.0999285
19.1716	0.100027
19.1731	0.100124
19.1746	0.100219
19.1761	0.100312
19.1775	0.100404
19.179	0.100494
19.1805	0.100583
19.1819	0.10067
19.1834	0.100755
19.1849	0.100839
19.1863	0.100921
19.1878	0.101001
19.1893	0.101079
19.1907	0.101156
19.1922	0.101232
19.1937	0.101305
19.1951	0.101377
19.1966	0.101447
19.1981	0.101516
19.1995	0.101583
19.201	0.101648
19.2025	0.101712
19.2039	0.101773
19.2054	0.101834
19.2069	0.101892
19.2083	0.101949
19.2098	0.102004
19.2113	0.102058
19.2127	0.102109
19.2142	0.10216
19.2157	0.102208
19.2171	0.102255
19.2186	0.1023
19.2201	0.102343
19.2215	0.102385
19.223	0.102425
19.2245	0.102463
19.2259	0.1025
19.2274	0.102535
19.2289	0.102568
19.2303	0.1026
19.2318	0.10263
19.2333	0.102658
19.2347	0.102684
19.2362	0.102709
19.2377	0.102732
19.2391	0.102754
19.2406	0.102774
19.2421	0.102792
19.2435	0.102808
19.245	0.102823
19.2465	0.102836
19.2479	0.102847
19.2494	0.102857
19.2509	0.102865
19.2523	0.102871
19.2538	0.102875
19.2553	0.102878
19.2568	0.102879
19.2582	0.102879
19.2597	0.102877
19.2612	0.102873
19.2626	0.102867
19.2641	0.10286
19.2656	0.102851
19.267	0.10284
19.2685	0.102828
19.27	0.102814
19.2714	0.102798
19.2729	0.10278
19.2744	0.102761
19.2758	0.10274
19.2773	0.102718
19.2788	0.102694
19.2802	0.102668
19.2817	0.10264
19.2832	0.102611
19.2846	0.10258
19.2861	0.102547
19.2876	0.102513
19.289	0.102477
19.2905	0.102439
19.292	0.1024
19.2934	0.102358
19.2949	0.102316
19.2964	0.102271
19.2978	0.102225
19.2993	0.102177
19.3008	0.102128
19.3022	0.102077
19.3037	0.102024
19.3052	0.101969
19.3066	0.101913
19.3081	0.101855
19.3096	0.101795
19.311	0.101734
19.3125	0.101671
19.314	0.101607
19.3154	0.10154
19.3169	0.101473
19.3184	0.101403
19.3198	0.101332
19.3213	0.101259
19.3228	0.101184
19.3242	0.101108
19.3257	0.10103
19.3272	0.10095
19.3286	0.100869
19.3301	0.100786
19.3316	0.100702
19.3331	0.100616
19.3345	0.100528
19.336	0.100438
19.3375	0.100347
19.3389	0.100254
19.3404	0.10016
19.3419	0.100064
19.3433	0.0999659
19.3448	0.0998665
19.3463	0.0997655
19.3477	0.0996628
19.3492	0.0995585
19.3507	0.0994525
19.3521	0.0993449
19.3536	0.0992357
19.3551	0.0991249
19.3565	0.0990124
19.358	0.0988983
19.3595	0.0987826
19.3609	0.0986652
19.3624	0.0985463
19.3639	0.0984257
19.3653	0.0983035
19.3668	0.0981796
19.3683	0.0980542
19.3697	0.0979271
19.3712	0.0977985
19.3727	0.0976682
19.3741	0.0975364
19.3756	0.0974029
19.3771	0.0972678
19.3785	0.0971312
19.38	0.0969929
19.3815	0.096853
19.3829	0.0967116
19.3844	0.0965685
19.3859	0.0964239
19.3873	0.0962777
19.3888	0.0961299
19.3903	0.0959805
19.3917	0.0958296
19.3932	0.0956771
19.3947	0.095523
19.3961	0.0953673
19.3976	0.0952101
19.3991	0.0950513
19.4005	0.094891
19.402	0.0947291
19.4035	0.0945656
19.4049	0.0944006
19.4064	0.094234
19.4079	0.0940659
19.4094	0.0938962
19.4108	0.093725
19.4123	0.0935522
19.4138	0.093378
19.4152	0.0932021
19.4167	0.0930248
19.4182	0.0928459
19.4196	0.0926655
19.4211	0.0924836
19.4226	0.0923002
19.424	0.0921152
19.4255	0.0919287
19.427	0.0917408
19.4284	0.0915513
19.4299	0.0913603
19.4314	0.0911678
19.4328	0.0909738
19.4343	0.0907783
19.4358	0.0905814
19.4372	0.0903829
19.4387	0.090183
19.4402	0.0899815
19.4416	0.0897786
19.4431	0.0895743
19.4446	0.0893684
19.446	0.0891611
19.4475	0.0889523
19.449	0.0887421
19.4504	0.0885304
19.4519	0.0883173
19.4534	0.0881027
19.4548	0.0878866
19.4563	0.0876691
19.4578	0.0874502
19.4592	0.0872298
19.4607	0.087008
19.4622	0.0867848
19.4636	0.0865602
19.4651	0.0863341
19.4666	0.0861066
19.468	0.0858777
19.4695	0.0856474
19.471	0.0854157
19.4724	0.0851826
19.4739	0.084948
19.4754	0.0847121
19.4768	0.0844748
19.4783	0.0842361
19.4798	0.0839961
19.4812	0.0837546
19.4827	0.0835118
19.4842	0.0832676
19.4856	0.083022
19.4871	0.0827751
19.4886	0.0825268
19.4901	0.0822771
19.4915	0.0820262
19.493	0.0817738
19.4945	0.0815201
19.4959	0.0812651
19.4974	0.0810088
19.4989	0.0807511
19.5003	0.0804921
19.5018	0.0802317
19.5033	0.0799701
19.5047	0.0797071
19.5062	0.0794428
19.5077	0.0791773
19.5091	0.0789104
19.5106	0.0786422
19.5121	0.0783728
19.5135	0.078102
19.515	0.07783
19.5165	0.0775567
19.5179	0.0772821
19.5194	0.0770063
19.5209	0.0767291
19.5223	0.0764508
19.5238	0.0761712
19.5253	0.0758903
19.5267	0.0756081
19.5282	0.0753248
19.5297	0.0750402
19.5311	0.0747543
19.5326	0.0744673
19.5341	0.074179
19.5355	0.0738895
19.537	0.0735988
19.5385	0.0733069
19.5399	0.0730137
19.5414	0.0727194
19.5429	0.0724239
19.5443	0.0721272
19.5458	0.0718293
19.5473	0.0715302
19.5487	0.07123
19.5502	0.0709286
19.5517	0.070626
19.5531	0.0703223
19.5546	0.0700174
19.5561	0.0697113
19.5575	0.0694041
19.559	0.0690958
19.5605	0.0687863
19.5619	0.0684757
19.5634	0.068164
19.5649	0.0678512
19.5664	0.0675372
19.5678	0.0672222
19.5693	0.066906
19.5708	0.0665888
19.5722	0.0662704
19.5737	0.065951
19.5752	0.0656304
19.5766	0.0653088
19.5781	0.0649862
19.5796	0.0646624
19.581	0.0643376
19.5825	0.0640117
19.584	0.0636848
19.5854	0.0633569
19.5869	0.0630279
19.5884	0.0626978
19.5898	0.0623668
19.5913	0.0620347
19.5928	0.0617016
19.5942	0.0613674
19.5957	0.0610323
19.5972	0.0606962
19.5986	0.060359
19.6001	0.0600209
19.6016	0.0596818
19.603	0.0593417
19.6045	0.0590007
19.606	0.0586586
19.6074	0.0583156
19.6089	0.0579717
19.6104	0.0576268
19.6118	0.0572809
19.6133	0.0569341
19.6148	0.0565864
19.6162	0.0562377
19.6177	0.0558881
19.6192	0.0555376
19.6206	0.0551862
19.6221	0.0548339
19.6236	0.0544806
19.625	0.0541265
19.6265	0.0537715
19.628	0.0534156
19.6294	0.0530588
19.6309	0.0527012
19.6324	0.0523427
19.6338	0.0519833
19.6353	0.0516231
19.6368	0.051262
19.6382	0.0509
19.6397	0.0505373
19.6412	0.0501737
19.6427	0.0498093
19.6441	0.049444
19.6456	0.049078
19.6471	0.0487111
19.6485	0.0483435
19.65	0.047975
19.6515	0.0476057
19.6529	0.0472357
19.6544	0.0468649
19.6559	0.0464933
19.6573	0.046121
19.6588	0.0457479
19.6603	0.045374
19.6617	0.0449994
19.6632	0.0446241
19.6647	0.044248
19.6661	0.0438712
19.6676	0.0434936
19.6691	0.0431154
19.6705	0.0427364
19.672	0.0423567
19.6735	0.0419764
19.6749	0.0415953
19.6764	0.0412136
19.6779	0.0408311
19.6793	0.040448
19.6808	0.0400643
19.6823	0.0396799
19.6837	0.0392948
19.6852	0.038909
19.6867	0.0385227
19.6881	0.0381357
19.6896	0.037748
19.6911	0.0373598
19.6925	0.0369709
19.694	0.0365814
19.6955	0.0361913
19.6969	0.0358006
19.6984	0.0354093
19.6999	0.0350175
19.7013	0.034625
19.7028	0.034232
19.7043	0.0338384
19.7057	0.0334442
19.7072	0.0330495
19.7087	0.0326543
19.7101	0.0322585
19.7116	0.0318622
19.7131	0.0314653
19.7145	0.031068
19.716	0.0306701
19.7175	0.0302717
19.7189	0.0298728
19.7204	0.0294734
19.7219	0.0290735
19.7234	0.0286731
19.7248	0.0282723
19.7263	0.027871
19.7278	0.0274692
19.7292	0.027067
19.7307	0.0266643
19.7322	0.0262612
19.7336	0.0258576
19.7351	0.0254536
19.7366	0.0250492
19.738	0.0246444
19.7395	0.0242391
19.741	0.0238335
19.7424	0.0234274
19.7439	0.023021
19.7454	0.0226141
19.7468	0.0222069
19.7483	0.0217994
19.7498	0.0213914
19.7512	0.0209831
19.7527	0.0205745
19.7542	0.0201655
19.7556	0.0197562
19.7571	0.0193465
19.7586	0.0189365
19.76	0.0185262
19.7615	0.0181156
19.763	0.0177046
19.7644	0.0172934
19.7659	0.0168819
19.7674	0.0164701
19.7688	0.016058
19.7703	0.0156457
19.7718	0.0152331
19.7732	0.0148202
19.7747	0.0144071
19.7762	0.0139937
19.7776	0.0135801
19.7791	0.0131662
19.7806	0.0127521
19.782	0.0123379
19.7835	0.0119234
19.785	0.0115087
19.7864	0.0110938
19.7879	0.0106787
19.7894	0.0102634
19.7908	0.00984791
19.7923	0.00943228
19.7938	0.00901649
19.7952	0.00860053
19.7967	0.00818442
19.7982	0.00776817
19.7996	0.00735178
19.8011	0.00693526
19.8026	0.00651862
19.8041	0.00610185
19.8055	0.00568498
19.807	0.005268
19.8085	0.00485092
19.8099	0.00443375
19.8114	0.0040165
19.8129	0.00359916
19.8143	0.00318176
19.8158	0.0027643
19.8173	0.00234677
19.8187	0.0019292
19.8202	0.00151158
19.8217	0.00109392
19.8231	0.000676234
19.8246	0.000258526
19.8261	-0.000159201
19.8275	-0.000576942
19.829	-0.000994686
19.8305	-0.00141243
19.8319	-0.00183015
19.8334	-0.00224786
19.8349	-0.00266555
19.8363	-0.00308321
19.8378	-0.00350084
19.8393	-0.00391842
19.8407	-0.00433595
19.8422	-0.00475342
19.8437	-0.00517083
19.8451	-0.00558817
19.8466	-0.00600543
19.8481	-0.00642261
19.8495	-0.0068397
19.851	-0.00725669
19.8525	-0.00767358
19.8539	-0.00809036
19.8554	-0.00850702
19.8569	-0.00892355
19.8583	-0.00933996
19.8598	-0.00975623
19.8613	-0.0101724
19.8627	-0.0105883
19.8642	-0.0110041
19.8657	-0.0114198
19.8671	-0.0118353
19.8686	-0.0122506
19.8701	-0.0126657
19.8715	-0.0130806
19.873	-0.0134954
19.8745	-0.0139099
19.8759	-0.0143242
19.8774	-0.0147383
19.8789	-0.0151522
19.8804	-0.0155658
19.8818	-0.0159793
19.8833	-0.0163924
19.8848	-0.0168053
19.8862	-0.017218
19.8877	-0.0176304
19.8892	-0.0180425
19.8906	-0.0184544
19.8921	-0.0188659
19.8936	-0.0192772
19.895	-0.0196882
19.8965	-0.0200989
19.898	-0.0205092
19.8994	-0.0209193
19.9009	-0.021329
19.9024	-0.0217384
19.9038	-0.0221475
19.9053	-0.0225562
19.9068	-0.0229646
19.9082	-0.0233726
19.9097	-0.0237802
19.9112	-0.0241875
19.9126	-0.0245944
19.9141	-0.0250009
19.9156	-0.0254071
19.917	-0.0258128
19.9185	-0.0262182
19.92	-0.0266231
19.9214	-0.0270276
19.9229	-0.0274317
19.9244	-0.0278354
19.9258	-0.0282386
19.9273	-0.0286414
19.9288	-0.0290438
19.9302	-0.0294457
19.9317	-0.0298471
19.9332	-0.0302481
19.9346	-0.0306486
19.9361	-0.0310486
19.9376	-0.0314482
19.939	-0.0318472
19.9405	-0.0322458
19.942	-0.0326438
19.9434	-0.0330413
19.9449	-0.0334384
19.9464	-0.0338349
19.9478	-0.0342308
19.9493	-0.0346263
19.9508	-0.0350211
19.9522	-0.0354155
19.9537	-0.0358093
19.9552	-0.0362025
19.9566	-0.0365951
19.9581	-0.0369872
19.9596	-0.0373787
19.9611	-0.0377697
19.9625	-0.03816
19.964	-0.0385497
19.9655	-0.0389388
19.9669	-0.0393274
19.9684	-0.0397152
19.9699	-0.0401025
19.9713	-0.0404892
19.9728	-0.0408752
19.9743	-0.0412605
19.9757	-0.0416453
19.9772	-0.0420293
19.9787	-0.0424127
19.9801	-0.0427955
19.9816	-0.0431775
19.9831	-0.0435589
19.9845	-0.0439396
19.986	-0.0443197
19.9875	-0.044699
19.9889	-0.0450776
19.9904	-0.0454555
19.9919	-0.0458327
19.9933	-0.0462092
19.9948	-0.0465849
19.9963	-0.0469599
19.9977	-0.0473342
19.9992	-0.0477077
20.0007	-0.0480805
20.0021	-0.0484525
20.0036	-0.0488238
20.0051	-0.0491943
20.0065	-0.049564
20.008	-0.049933
20.0095	-0.0503011
20.0109	-0.0506685
20.0124	-0.0510351
20.0139	-0.0514008
20.0153	-0.0517658
20.0168	-0.0521299
20.0183	-0.0524933
20.0197	-0.0528558
20.0212	-0.0532174
20.0227	-0.0535783
20.0241	-0.0539382
20.0256	-0.0542974
20.0271	-0.0546557
20.0285	-0.0550131
20.03	-0.0553696
20.0315	-0.0557253
20.0329	-0.0560801
20.0344	-0.0564341
20.0359	-0.0567871
20.0374	-0.0571392
20.0388	-0.0574905
20.0403	-0.0578408
20.0418	-0.0581902
20.0432	-0.0585387
20.0447	-0.0588863
20.0462	-0.059233
20.0476	-0.0595787
20.0491	-0.0599235
20.0506	-0.0602674
20.052	-0.0606103
20.0535	-0.0609522
20.055	-0.0612932
20.0564	-0.0616332
20.0579	-0.0619723
20.0594	-0.0623103
20.0608	-0.0626474
20.0623	-0.0629835
20.0638	-0.0633186
20.0652	-0.0636528
20.0667	-0.0639859
20.0682	-0.064318
20.0696	-0.0646491
20.0711	-0.0649792
20.0726	-0.0653082
20.074	-0.0656362
20.0755	-0.0659632
20.077	-0.0662892
20.0784	-0.0666141
20.0799	-0.066938
20.0814	-0.0672608
20.0828	-0.0675825
20.0843	-0.0679032
20.0858	-0.0682228
20.0872	-0.0685413
20.0887	-0.0688588
20.0902	-0.0691752
20.0916	-0.0694905
20.0931	-0.0698047
20.0946	-0.0701177
20.096	-0.0704297
20.0975	-0.0707406
20.099	-0.0710504
20.1004	-0.071359
20.1019	-0.0716666
20.1034	-0.071973
20.1048	-0.0722782
20.1063	-0.0725824
20.1078	-0.0728853
20.1092	-0.0731872
20.1107	-0.0734879
20.1122	-0.0737874
20.1137	-0.0740858
20.1151	-0.074383
20.1166	-0.074679
20.1181	-0.0749739
20.1195	-0.0752675
20.121	-0.07556
20.1225	-0.0758513
20.1239	-0.0761414
20.1254	-0.0764304
20.1269	-0.0767181
20.1283	-0.0770046
20.1298	-0.0772898
20.1313	-0.0775739
20.1327	-0.0778568
20.1342	-0.0781384
20.1357	-0.0784188
20.1371	-0.078698
20.1386	-0.0789759
20.1401	-0.0792526
20.1415	-0.079528
20.143	-0.0798022
20.1445	-0.0800752
20.1459	-0.0803468
20.1474	-0.0806172
20.1489	-0.0808864
20.1503	-0.0811542
20.1518	-0.0814208
20.1533	-0.0816862
20.1547	-0.0819502
20.1562	-0.0822129
20.1577	-0.0824744
20.1591	-0.0827345
20.1606	-0.0829934
20.1621	-0.0832509
20.1635	-0.0835072
20.165	-0.0837621
20.1665	-0.0840157
20.1679	-0.084268
20.1694	-0.084519
20.1709	-0.0847686
20.1723	-0.0850169
20.1738	-0.0852639
20.1753	-0.0855095
20.1767	-0.0857538
20.1782	-0.0859968
20.1797	-0.0862383
20.1811	-0.0864786
20.1826	-0.0867175
20.1841	-0.086955
20.1855	-0.0871911
20.187	-0.0874259
20.1885	-0.0876593
20.1899	-0.0878913
20.1914	-0.088122
20.1929	-0.0883512
20.1944	-0.0885791
20.1958	-0.0888056
20.1973	-0.0890307
20.1988	-0.0892544
20.2002	-0.0894767
20.2017	-0.0896976
20.2032	-0.0899171
20.2046	-0.0901352
20.2061	-0.0903518
20.2076	-0.0905671
20.209	-0.0907809
20.2105	-0.0909933
20.212	-0.0912043
20.2134	-0.0914138
20.2149	-0.0916219
20.2164	-0.0918286
20.2178	-0.0920338
20.2193	-0.0922376
20.2208	-0.0924399
20.2222	-0.0926408
20.2237	-0.0928403
20.2252	-0.0930382
20.2266	-0.0932348
20.2281	-0.0934298
20.2296	-0.0936234
20.231	-0.0938156
20.2325	-0.0940062
20.234	-0.0941954
20.2354	-0.0943831
20.2369	-0.0945694
20.2384	-0.0947541
20.2398	-0.0949374
20.2413	-0.0951191
20.2428	-0.0952994
20.2442	-0.0954782
20.2457	-0.0956555
20.2472	-0.0958313
20.2486	-0.0960056
20.2501	-0.0961784
20.2516	-0.0963497
20.253	-0.0965195
20.2545	-0.0966878
20.256	-0.0968546
20.2574	-0.0970198
20.2589	-0.0971835
20.2604	-0.0973458
20.2618	-0.0975064
20.2633	-0.0976656
20.2648	-0.0978232
20.2662	-0.0979793
20.2677	-0.0981339
20.2692	-0.0982869
20.2707	-0.0984384
20.2721	-0.0985884
20.2736	-0.0987368
20.2751	-0.0988837
20.2765	-0.099029
20.278	-0.0991728
20.2795	-0.099315
20.2809	-0.0994557
20.2824	-0.0995948
20.2839	-0.0997324
20.2853	-0.0998684
20.2868	-0.100003
20.2883	-0.100136
20.2897	-0.100267
20.2912	-0.100397
20.2927	-0.100525
20.2941	-0.100652
20.2956	-0.100777
20.2971	-0.1009
20.2985	-0.101022
20.3	-0.101142
20.3015	-0.101261
20.3029	-0.101378
20.3044	-0.101494
20.3059	-0.101608
20.3073	-0.10172
20.3088	-0.101831
20.3103	-0.10194
20.3117	-0.102048
20.3132	-0.102154
20.3147	-0.102259
20.3161	-0.102361
20.3176	-0.102463
20.3191	-0.102562
20.3205	-0.10266
20.322	-0.102757
20.3235	-0.102852
20.3249	-0.102945
20.3264	-0.103037
20.3279	-0.103127
20.3293	-0.103215
20.3308	-0.103302
20.3323	-0.103387
20.3337	-0.103471
20.3352	-0.103553
20.3367	-0.103633
20.3381	-0.103712
20.3396	-0.103789
20.3411	-0.103865
20.3425	-0.103939
20.344	-0.104011
20.3455	-0.104082
20.347	-0.104151
20.3484	-0.104219
20.3499	-0.104284
20.3514	-0.104349
20.3528	-0.104411
20.3543	-0.104472
20.3558	-0.104532
20.3572	-0.104589
20.3587	-0.104646
20.3602	-0.1047
20.3616	-0.104753
20.3631	-0.104804
20.3646	-0.104854
20.366	-0.104902
20.3675	-0.104948
20.369	-0.104993
20.3704	-0.105036
20.3719	-0.105077
20.3734	-0.105117
20.3748	-0.105155
20.3763	-0.105192
20.3778	-0.105227
20.3792	-0.10526
20.3807	-0.105292
20.3822	-0.105322
20.3836	-0.10535
20.3851	-0.105377
20.3866	-0.105402
20.388	-0.105426
20.3895	-0.105448
20.391	-0.105468
20.3924	-0.105486
20.3939	-0.105503
20.3954	-0.105519
20.3968	-0.105532
20.3983	-0.105545
20.3998	-0.105555
20.4012	-0.105564
20.4027	-0.105571
20.4042	-0.105577
20.4056	-0.10558
20.4071	-0.105583
20.4086	-0.105583
20.41	-0.105582
20.4115	-0.10558
20.413	-0.105575
20.4144	-0.10557
20.4159	-0.105562
20.4174	-0.105553
20.4188	-0.105542
20.4203	-0.10553
20.4218	-0.105516
20.4232	-0.1055
20.4247	-0.105483
20.4262	-0.105464
20.4277	-0.105443
20.4291	-0.105421
20.4306	-0.105397
20.4321	-0.105372
20.4335	-0.105344
20.435	-0.105316
20.4365	-0.105285
20.4379	-0.105254
20.4394	-0.10522
20.4409	-0.105185
20.4423	-0.105148
20.4438	-0.105109
20.4453	-0.105069
20.4467	-0.105028
20.4482	-0.104984
20.4497	-0.10494
20.4511	-0.104893
20.4526	-0.104845
20.4541	-0.104795
20.4555	-0.104744
20.457	-0.104691
20.4585	-0.104636
20.4599	-0.10458
20.4614	-0.104522
20.4629	-0.104463
20.4643	-0.104402
20.4658	-0.104339
20.4673	-0.104275
20.4687	-0.104209
20.4702	-0.104142
20.4717	-0.104072
20.4731	-0.104002
20.4746	-0.10393
20.4761	-0.103856
20.4775	-0.10378
20.479	-0.103703
20.4805	-0.103625
20.4819	-0.103545
20.4834	-0.103463
20.4849	-0.103379
20.4863	-0.103294
20.4878	-0.103208
20.4893	-0.10312
20.4907	-0.10303
20.4922	-0.102939
20.4937	-0.102846
20.4951	-0.102751
20.4966	-0.102655
20.4981	-0.102558
20.4995	-0.102459
20.501	-0.102358
20.5025	-0.102256
20.504	-0.102152
20.5054	-0.102046
20.5069	-0.101939
20.5084	-0.101831
20.5098	-0.101721
20.5113	-0.101609
20.5128	-0.101496
20.5142	-0.101381
20.5157	-0.101265
20.5172	-0.101147
20.5186	-0.101027
20.5201	-0.100907
20.5216	-0.100784
20.523	-0.10066
20.5245	-0.100534
20.526	-0.100407
20.5274	-0.100279
20.5289	-0.100149
20.5304	-0.100017
20.5318	-0.0998837
20.5333	-0.099749
20.5348	-0.0996127
20.5362	-0.0994749
20.5377	-0.0993357
20.5392	-0.0991949
20.5406	-0.0990526
20.5421	-0.0989088
20.5436	-0.0987634
20.545	-0.0986166
20.5465	-0.0984683
20.548	-0.0983185
20.5494	-0.0981672
20.5509	-0.0980144
20.5524	-0.0978601
20.5538	-0.0977043
20.5553	-0.097547
20.5568	-0.0973883
20.5582	-0.0972281
20.5597	-0.0970664
20.5612	-0.0969032
20.5626	-0.0967385
20.5641	-0.0965724
20.5656	-0.0964048
20.567	-0.0962358
20.5685	-0.0960653
20.57	-0.0958934
20.5714	-0.0957199
20.5729	-0.0955451
20.5744	-0.0953688
20.5758	-0.095191
20.5773	-0.0950118
20.5788	-0.0948312
20.5803	-0.0946491
20.5817	-0.0944657
20.5832	-0.0942807
20.5847	-0.0940944
20.5861	-0.0939066
20.5876	-0.0937174
20.5891	-0.0935268
20.5905	-0.0933348
20.592	-0.0931414
20.5935	-0.0929466
20.5949	-0.0927503
20.5964	-0.0925527
20.5979	-0.0923537
20.5993	-0.0921532
20.6008	-0.0919514
20.6023	-0.0917482
20.6037	-0.0915436
20.6052	-0.0913377
20.6067	-0.0911304
20.6081	-0.0909216
20.6096	-0.0907116
20.6111	-0.0905001
20.6125	-0.0902873
20.614	-0.0900732
20.6155	-0.0898577
20.6169	-0.0896408
20.6184	-0.0894226
20.6199	-0.089203
20.6213	-0.0889821
20.6228	-0.0887599
20.6243	-0.0885364
20.6257	-0.0883115
20.6272	-0.0880853
20.6287	-0.0878577
20.6301	-0.0876289
20.6316	-0.0873987
20.6331	-0.0871672
20.6345	-0.0869345
20.636	-0.0867004
20.6375	-0.086465
20.6389	-0.0862283
20.6404	-0.0859904
20.6419	-0.0857511
20.6433	-0.0855106
20.6448	-0.0852688
20.6463	-0.0850257
20.6477	-0.0847814
20.6492	-0.0845358
20.6507	-0.0842889
20.6521	-0.0840408
20.6536	-0.0837914
20.6551	-0.0835407
20.6565	-0.0832888
20.658	-0.0830357
20.6595	-0.0827814
20.661	-0.0825258
20.6624	-0.082269
20.6639	-0.0820109
20.6654	-0.0817517
20.6668	-0.0814912
20.6683	-0.0812295
20.6698	-0.0809666
20.6712	-0.0807025
20.6727	-0.0804372
20.6742	-0.0801707
20.6756	-0.079903
20.6771	-0.0796342
20.6786	-0.0793641
20.68	-0.0790929
20.6815	-0.0788205
20.683	-0.078547
20.6844	-0.0782722
20.6859	-0.0779964
20.6874	-0.0777193
20.6888	-0.0774411
20.6903	-0.0771618
20.6918	-0.0768814
20.6932	-0.0765998
20.6947	-0.076317
20.6962	-0.0760332
20.6976	-0.0757482
20.6991	-0.0754621
20.7006	-0.0751749
20.702	-0.0748866
20.7035	-0.0745972
20.705	-0.0743066
20.7064	-0.074015
20.7079	-0.0737223
20.7094	-0.0734286
20.7108	-0.0731337
20.7123	-0.0728378
20.7138	-0.0725408
20.7152	-0.0722427
20.7167	-0.0719436
20.7182	-0.0716434
20.7196	-0.0713422
20.7211	-0.0710399
20.7226	-0.0707366
20.724	-0.0704323
20.7255	-0.0701269
20.727	-0.0698205
20.7284	-0.0695131
20.7299	-0.0692046
20.7314	-0.0688952
20.7328	-0.0685847
20.7343	-0.0682733
20.7358	-0.0679608
20.7373	-0.0676474
20.7387	-0.067333
20.7402	-0.0670176
20.7417	-0.0667012
20.7431	-0.0663839
20.7446	-0.0660655
20.7461	-0.0657463
20.7475	-0.0654261
20.749	-0.0651049
20.7505	-0.0647828
20.7519	-0.0644597
20.7534	-0.0641357
20.7549	-0.0638108
20.7563	-0.063485
20.7578	-0.0631582
20.7593	-0.0628306
20.7607	-0.062502
20.7622	-0.0621725
20.7637	-0.0618422
20.7651	-0.0615109
20.7666	-0.0611788
20.7681	-0.0608458
20.7695	-0.0605118
20.771	-0.0601771
20.7725	-0.0598414
20.7739	-0.059505
20.7754	-0.0591676
20.7769	-0.0588294
20.7783	-0.0584904
20.7798	-0.0581505
20.7813	-0.0578098
20.7827	-0.0574683
20.7842	-0.0571259
20.7857	-0.0567828
20.7871	-0.0564388
20.7886	-0.056094
20.7901	-0.0557484
20.7915	-0.0554021
20.793	-0.0550549
20.7945	-0.054707
20.7959	-0.0543583
20.7974	-0.0540088
20.7989	-0.0536585
20.8003	-0.0533075
20.8018	-0.0529557
20.8033	-0.0526032
20.8047	-0.05225
20.8062	-0.051896
20.8077	-0.0515413
20.8091	-0.0511858
20.8106	-0.0508296
20.8121	-0.0504728
20.8135	-0.0501152
20.815	-0.0497569
20.8165	-0.0493979
20.818	-0.0490382
20.8194	-0.0486778
20.8209	-0.0483168
20.8224	-0.047955
20.8238	-0.0475926
20.8253	-0.0472296
20.8268	-0.0468659
20.8282	-0.0465015
20.8297	-0.0461365
20.8312	-0.0457708
20.8326	-0.0454045
20.8341	-0.0450376
20.8356	-0.0446701
20.837	-0.044302
20.8385	-0.0439332
20.84	-0.0435638
20.8414	-0.0431939
20.8429	-0.0428233
20.8444	-0.0424522
20.8458	-0.0420804
20.8473	-0.0417081
20.8488	-0.0413352
20.8502	-0.0409618
20.8517	-0.0405878
20.8532	-0.0402133
20.8546	-0.0398382
20.8561	-0.0394625
20.8576	-0.0390864
20.859	-0.0387097
20.8605	-0.0383325
20.862	-0.0379547
20.8634	-0.0375765
20.8649	-0.0371977
20.8664	-0.0368185
20.8678	-0.0364388
20.8693	-0.0360585
20.8708	-0.0356778
20.8722	-0.0352966
20.8737	-0.034915
20.8752	-0.0345329
20.8766	-0.0341503
20.8781	-0.0337673
20.8796	-0.0333838
20.881	-0.0329999
20.8825	-0.0326156
20.884	-0.0322308
20.8854	-0.0318457
20.8869	-0.0314601
20.8884	-0.0310741
20.8898	-0.0306877
20.8913	-0.0303009
20.8928	-0.0299137
20.8942	-0.0295261
20.8957	-0.0291381
20.8972	-0.0287498
20.8987	-0.0283611
20.9001	-0.0279721
20.9016	-0.0275827
20.9031	-0.0271929
20.9045	-0.0268028
20.906	-0.0264124
20.9075	-0.0260216
20.9089	-0.0256306
20.9104	-0.0252392
