,SNR Input,mean SNR out,std SNR out,fit slope,Num Sums
0,0.044947619,2.131185346,0.503238104,0.929785412,103
1,0.045624216,2.09173994,0.492874841,0.929785412,103
2,0.04587026,2.135299205,0.474724816,0.929785412,103
3,0.04660012,2.127140899,0.461583712,0.929785412,103
4,0.046809908,2.130059356,0.491084559,0.929785412,103
5,0.047234321,2.123758986,0.516147344,0.929785412,103
6,0.0482673,2.141729085,0.53083034,0.929785412,103
7,0.048725443,2.160897064,0.520661299,0.929785412,103
8,0.049485689,2.124027453,0.523939176,0.929785412,103
9,0.049326246,2.095786929,0.469214013,0.929785412,103
10,0.049885583,2.081210099,0.498812923,0.929785412,103
11,0.05062548,2.0533898,0.469984277,0.929785412,103
12,0.051308659,2.101278192,0.50816139,0.929785412,103
13,0.051721293,2.11321547,0.525175013,0.929785412,103
14,0.052586694,2.116845925,0.480625128,0.929785412,103
15,0.053322591,2.071538517,0.510352139,0.929785412,103
16,0.054204917,2.105081912,0.460850274,0.929785412,103
17,0.054843779,2.123087748,0.537864844,0.929785412,103
18,0.05497386,2.092962146,0.463890464,0.929785412,103
19,0.055918615,2.099026875,0.50703372,0.929785412,103
20,0.05656627,2.122696234,0.513170897,0.929785412,103
21,0.057617802,2.107036795,0.500839082,0.929785412,103
22,0.057761262,2.12677987,0.500298656,0.929785412,103
23,0.058088112,2.114466792,0.507521647,0.929785412,103
24,0.059898313,2.11538004,0.530709279,0.929785412,103
25,0.060070458,2.122334868,0.504959184,0.929785412,103
26,0.060836318,2.108133345,0.485609217,0.929785412,103
27,0.061375125,2.047393246,0.472707942,0.929785412,103
28,0.062800685,2.079046901,0.488976545,0.929785412,103
29,0.06383958,2.141548524,0.500505106,0.929785412,103
30,0.064376809,2.148073592,0.481172777,0.929785412,103
31,0.065886949,2.102249582,0.489540799,0.929785412,103
32,0.066831085,2.109868553,0.495377774,0.929785412,103
33,0.06705774,2.079767108,0.475432569,0.929785412,103
34,0.068889402,2.066931359,0.487813814,0.929785412,103
35,0.06944478,2.134600411,0.490252846,0.929785412,103
36,0.070632352,2.131919799,0.480445149,0.929785412,103
37,0.070980689,2.152473101,0.53580617,0.929785412,103
38,0.072652504,2.124510027,0.517417867,0.929785412,103
39,0.074628534,2.115374762,0.478843917,0.929785412,103
40,0.075299112,2.104356871,0.521334624,0.929785412,103
41,0.076756868,2.137975797,0.500647828,0.929785412,103
42,0.077833253,2.09728912,0.54522285,0.929785412,103
43,0.078125553,2.109040209,0.51476631,0.929785412,103
44,0.080165728,2.124559514,0.531464922,0.929785412,103
45,0.082753166,2.151735445,0.538400621,0.929785412,103
46,0.083384724,2.081938378,0.48075296,0.929785412,103
47,0.0851069,2.135820592,0.519961549,0.929785412,103
48,0.087478676,2.137672891,0.525911894,0.929785412,103
49,0.088293007,2.128960392,0.505266005,0.929785412,103
50,0.091036695,2.157535424,0.522495141,0.929785412,103
51,0.092229864,2.132130778,0.499975083,0.929785412,103
52,0.094199599,2.13369538,0.503130902,0.929785412,103
53,0.095116108,2.149892387,0.483389877,0.929785412,103
54,0.098217313,2.087224237,0.515060186,0.929785412,103
55,0.099238381,2.06473986,0.474760094,0.929785412,103
56,0.101627162,2.164779695,0.507020076,0.929785412,103
57,0.104320573,2.095635339,0.52276851,0.929785412,103
58,0.106862314,2.092617428,0.494158056,0.929785412,103
59,0.110520224,2.116470864,0.485340081,0.929785412,103
60,0.113331087,2.113486667,0.496695782,0.929785412,103
61,0.115197777,2.129062676,0.518931772,0.929785412,103
62,0.119092092,2.113965859,0.521307452,0.929785412,103
63,0.121429081,2.126723703,0.502133405,0.929785412,103
64,0.125983607,2.125991816,0.470647942,0.929785412,103
65,0.129441726,2.122474089,0.51273813,0.929785412,103
66,0.133914973,2.099937791,0.472989485,0.929785412,103
67,0.136560586,2.113573227,0.526079938,0.929785412,103
68,0.139491658,2.08609061,0.475595465,0.929785412,103
69,0.145057208,2.165922796,0.543675122,0.929785412,103
70,0.148598544,2.118106132,0.50265496,0.929785412,103
71,0.155257526,2.08649493,0.494700607,0.929785412,103
72,0.160952915,2.129672513,0.525390472,0.929785412,103
73,0.166456259,2.075368746,0.511398787,0.929785412,103
74,0.174775912,2.121115679,0.507485646,0.929785412,103
75,0.180907407,2.14688015,0.476560918,0.929785412,103
76,0.189656698,2.170759372,0.514916796,0.929785412,103
77,0.195893641,2.12452231,0.528003715,0.929785412,103
78,0.205202002,2.122128441,0.435656585,0.929785412,103
79,0.215100174,2.139872,0.532831847,0.929785412,103
80,0.223339134,2.119579483,0.494585504,0.929785412,103
81,0.237841002,2.149196305,0.518352276,0.929785412,103
82,0.249984853,2.069798802,0.500034458,0.929785412,103
83,0.26330747,2.099129562,0.511606972,0.929785412,103
84,0.282667811,2.121396673,0.531247614,0.929785412,103
85,0.300710539,2.137323135,0.497721839,0.929785412,103
86,0.324159291,2.188912422,0.507584571,0.929785412,103
87,0.347598318,2.137237839,0.501867118,0.929785412,103
88,0.37776651,2.218474959,0.520827981,0.929785412,103
89,0.413843626,2.160406777,0.518486014,0.929785412,103
90,0.450322861,2.151343821,0.484024821,0.929785412,103
91,0.503025063,2.186215074,0.523356175,0.929785412,103
92,0.568768428,2.250464096,0.503545453,0.929785412,103
93,0.648056147,2.236111298,0.50937561,0.929785412,103
94,0.740768374,2.289725778,0.524017361,0.929785412,103
