,SNR Input,mean SNR out,std SNR out,fit slope
0,0.044946738545391024,1.818170416863692,0.4040777662148539,2.1695440367913825
1,0.04585153306605231,1.8826857862480437,0.41827913708395237,2.1695440367913825
2,0.04590426448906879,1.8757070871008075,0.43556093413868957,2.1695440367913825
3,0.04621877195109368,1.8547621626636661,0.47326536441194816,2.1695440367913825
4,0.04700275712199617,1.8540791784119635,0.4353726492111277,2.1695440367913825
5,0.04760722092775922,1.8462417137848228,0.4035424019873775,2.1695440367913825
6,0.04797064993037761,1.902179609428434,0.4186480495666725,2.1695440367913825
7,0.048567045990013276,1.8812536750224653,0.4427890666628899,2.1695440367913825
8,0.048424279990347444,1.820723909955218,0.4247416738170215,2.1695440367913825
9,0.04998343592505592,1.858887814920043,0.43614160289601117,2.1695440367913825
10,0.0496144120655716,1.8694861533683949,0.44324273187881896,2.1695440367913825
11,0.05079202545717776,1.8419248247608009,0.4417436432116074,2.1695440367913825
12,0.05169293114427172,1.8323060718305462,0.43651642552467246,2.1695440367913825
13,0.05193960728460763,1.7898335990725378,0.4046910180649337,2.1695440367913825
14,0.0525891329044323,1.8837006451583644,0.4412841205784148,2.1695440367913825
15,0.05237264385316948,1.814773346769448,0.43023695411568097,2.1695440367913825
16,0.05342014296224666,1.8852132327374678,0.45619114647647524,2.1695440367913825
17,0.054162822008034094,1.8149174920431914,0.4117791267436953,2.1695440367913825
18,0.054531454731600454,1.8083267941926828,0.4209277532999518,2.1695440367913825
19,0.055865160997309,1.8481834603940095,0.4493439468012564,2.1695440367913825
20,0.05653233981457039,1.82668872744721,0.41553331622552053,2.1695440367913825
21,0.0571122595654623,1.8519143802705307,0.44558209343655236,2.1695440367913825
22,0.05829651783703919,1.8460472278458762,0.42110031251124136,2.1695440367913825
23,0.058089717321123696,1.8586560843017041,0.4318418821811987,2.1695440367913825
24,0.059508020186884364,1.8194653473993614,0.44481504260463095,2.1695440367913825
25,0.060500407552008334,1.8490943545353669,0.46616924473815663,2.1695440367913825
26,0.06140711329928606,1.8621231732228303,0.468560122881223,2.1695440367913825
27,0.06108991715914227,1.82300412373703,0.4219861969784018,2.1695440367913825
28,0.06280866383831606,1.82766424974407,0.43297751642329735,2.1695440367913825
29,0.06376737932728382,1.863711020281379,0.45901359707813205,2.1695440367913825
30,0.06496157999253026,1.8458516459903391,0.4235371133066714,2.1695440367913825
31,0.0652440051531056,1.8554862628101678,0.4317702410589203,2.1695440367913825
32,0.0662839851444123,1.8703349516026258,0.42949379395396126,2.1695440367913825
33,0.06718878542447433,1.8779343982388377,0.40100058168435193,2.1695440367913825
34,0.06875524061529736,1.8446092689804705,0.4373550910304374,2.1695440367913825
35,0.06932780268319284,1.887869152211295,0.4327018778017707,2.1695440367913825
36,0.07086434037431805,1.893935301527102,0.45000700255021,2.1695440367913825
37,0.07133895684048552,1.8349154940358865,0.44614304586325937,2.1695440367913825
38,0.07173264147340636,1.8936069952059802,0.40822051825628647,2.1695440367913825
39,0.07287889166150728,1.8078908702311443,0.4390494805838555,2.1695440367913825
40,0.07537815289850756,1.9112815952614925,0.44076463694992485,2.1695440367913825
41,0.07629618492621405,1.8588578841594028,0.45407616647729104,2.1695440367913825
42,0.07797557057392313,1.8928580715550414,0.4732126191122422,2.1695440367913825
43,0.0781876438004949,1.9349954371144176,0.43231146794589415,2.1695440367913825
44,0.08082036445506753,1.8622949266460334,0.4557763402733055,2.1695440367913825
45,0.08105051164712329,1.8871278517541241,0.44912474544299996,2.1695440367913825
46,0.08337896711138747,1.847851338986892,0.4168138098918111,2.1695440367913825
47,0.08568626882751111,1.8693667521502917,0.44239992655706706,2.1695440367913825
48,0.08695666911994991,1.7962135468992937,0.3930601285406642,2.1695440367913825
49,0.08887143197709717,1.7984826897533184,0.42476056855696426,2.1695440367913825
50,0.0903314227815393,1.8561056380797663,0.4429238896451349,2.1695440367913825
51,0.09229955879310045,1.9070334439361962,0.44654941468935133,2.1695440367913825
52,0.09422556402224408,1.8655000830168424,0.4599971147306754,2.1695440367913825
53,0.09621519648622197,1.885337212451603,0.4479454909931727,2.1695440367913825
54,0.09720215849981499,1.8401692929675042,0.42791390438287635,2.1695440367913825
55,0.10115780693969964,1.8462925456811274,0.44487588743398165,2.1695440367913825
56,0.10329806147519152,1.8737763560101386,0.44850669569232315,2.1695440367913825
57,0.10517852414401355,1.9003870333571384,0.4497801045086839,2.1695440367913825
58,0.10758427146738188,1.865556848644992,0.4124417918480417,2.1695440367913825
59,0.1085147596801135,1.896505081112772,0.46678723565258323,2.1695440367913825
60,0.11382174613206446,1.8853457521715495,0.46773379596436143,2.1695440367913825
61,0.1153176862262107,1.8485508633050043,0.44042629691359575,2.1695440367913825
62,0.11946982295086922,1.868609089337021,0.47088597746816097,2.1695440367913825
63,0.12252217612204214,1.889852521561866,0.46488880631701324,2.1695440367913825
64,0.1241962435103164,1.8244669960525015,0.4525169470050307,2.1695440367913825
65,0.1300562485024443,1.9278521785909288,0.4671531035227195,2.1695440367913825
66,0.13194923666989083,1.834790244202852,0.4137719742645138,2.1695440367913825
67,0.13785469845903198,1.8685298171541838,0.41729873678791557,2.1695440367913825
68,0.14224784040440483,1.8510392885653748,0.4361744676379982,2.1695440367913825
69,0.14510019003621447,1.8864321178737555,0.4450010232919394,2.1695440367913825
70,0.1500302189226914,1.9289955593250383,0.4670299618594462,2.1695440367913825
71,0.1566296221312657,1.917673659095101,0.461476555243973,2.1695440367913825
72,0.16123965017384795,1.8780050551389658,0.45933411048869266,2.1695440367913825
73,0.16690334386788172,1.9043789805737488,0.4340535552895069,2.1695440367913825
74,0.17295340030764508,1.894266011133687,0.45352094143041555,2.1695440367913825
75,0.1816012921739077,1.9450980338224064,0.4780583514385021,2.1695440367913825
76,0.18873712476742224,1.9323073267070587,0.4507041082878054,2.1695440367913825
77,0.1978545039564916,1.929365200991721,0.4575836565191282,2.1695440367913825
78,0.2041231575203021,1.9468903112235543,0.47241575171618383,2.1695440367913825
79,0.21225604898251035,1.8579742548456466,0.4501351571339011,2.1695440367913825
80,0.22572024943475308,1.8766435192634867,0.4583286458781822,2.1695440367913825
81,0.23772726655243862,1.9044431522375984,0.45665774131244696,2.1695440367913825
82,0.24929155482229304,1.9118487902645045,0.4650896686390448,2.1695440367913825
83,0.26559915132025114,1.948871400732709,0.4856236409704327,2.1695440367913825
84,0.28189121641597603,1.971549259209622,0.514342990888969,2.1695440367913825
85,0.29899285219786653,1.9898094809304476,0.48121602647265005,2.1695440367913825
86,0.31937786771197313,1.9828205751368277,0.507813388659482,2.1695440367913825
87,0.34784985922429135,2.0133753866283812,0.4932488098728714,2.1695440367913825
88,0.37142922437764875,1.9783521603388226,0.5327213594952968,2.1695440367913825
89,0.40915931025876107,2.1152247987272443,0.5401688038719725,2.1695440367913825
90,0.45183080162116745,2.15456660505723,0.49681281260145266,2.1695440367913825
91,0.5015957713421026,2.0998299816956782,0.5180121180689341,2.1695440367913825
92,0.5602223068397685,2.2653847826952096,0.5500846421760479,2.1695440367913825
93,0.6460347095116671,2.3532631201859218,0.5901221460952019,2.1695440367913825
94,0.7537813290883534,2.517487581412301,0.5879204278949407,2.1695440367913825
95,0.9077222227142524,2.8144033866940346,0.6770499432586485,2.1695440367913825
96,1.1343618656734453,3.235790999767404,0.6677559780128048,2.1695440367913825
97,1.4955474639579036,3.8520209331206674,0.7392919274282344,2.1695440367913825
98,2.2529824622892045,5.527017734373922,0.843025047101055,2.1695440367913825
99,4.482440864493186,10.505355660676491,0.853817307436571,2.1695440367913825
