0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000056e-01	0.000000000000000000e+00
2.000000000000000111e-01	-1.581191119943814080e-16
3.000000000000000444e-01	-4.162795430084607754e-11
4.000000000000000222e-01	-3.707675794605686047e-09
5.000000000000000000e-01	-1.429823171689320273e-07
6.000000000000000888e-01	-2.486470669645506916e-06
7.000000000000000666e-01	-2.090828148229733371e-05
8.000000000000000444e-01	-9.252253544709113152e-05
9.000000000000000222e-01	-2.252233893363420644e-04
1.000000000000000000e+00	-2.740650291488165927e-04
1.100000000000000089e+00	-1.732588486938242570e-05
1.200000000000000178e+00	4.643306339621434639e-04
1.300000000000000044e+00	7.350273594142308752e-04
1.400000000000000133e+00	5.801774190952881756e-04
1.500000000000000000e+00	2.685441975217553630e-04
1.600000000000000089e+00	1.518604299700787060e-05
1.700000000000000178e+00	-3.119365971077832107e-04
1.800000000000000044e+00	-7.024351598364212855e-04
1.900000000000000133e+00	-7.537990514671025905e-04
2.000000000000000000e+00	-2.753627148080226928e-04
2.100000000000000089e+00	2.276913351128145044e-04
2.200000000000000178e+00	1.193903290183486788e-04
2.300000000000000266e+00	-4.421669353706172458e-04
2.400000000000000355e+00	-5.754852455752614438e-04
2.500000000000000000e+00	2.003936041512871481e-04
2.600000000000000089e+00	1.194206671133448685e-03
2.700000000000000178e+00	1.205882662582402273e-03
2.800000000000000266e+00	-3.892458282862091830e-05
2.900000000000000355e+00	-1.385628969356220586e-03
3.000000000000000000e+00	-1.384944540359301290e-03
3.100000000000000089e+00	1.108952719343718723e-04
3.200000000000000178e+00	1.646909699891382049e-03
3.300000000000000266e+00	1.581677293667998639e-03
3.400000000000000355e+00	-1.868160655124349086e-04
3.500000000000000000e+00	-2.004493652340565233e-03
3.600000000000000089e+00	-2.045829898860457297e-03
3.700000000000000178e+00	-1.215790042082498198e-04
3.800000000000000266e+00	2.074363232797105452e-03
3.900000000000000355e+00	2.495826869140701718e-03
4.000000000000000000e+00	6.187771487654228743e-04
4.100000000000000533e+00	-2.022964730919582163e-03
4.200000000000000178e+00	-3.113671707752973129e-03
4.299999999999999822e+00	-1.545434698818404229e-03
4.400000000000000355e+00	1.586779197090050410e-03
4.500000000000000000e+00	3.817893039850742219e-03
4.600000000000000533e+00	3.254424838365843880e-03
4.700000000000000178e+00	6.898639613713318042e-05
4.800000000000000711e+00	-3.551633347509127597e-03
4.900000000000000355e+00	-4.928949548044158843e-03
5.000000000000000000e+00	-2.814114219592659966e-03
5.100000000000000533e+00	1.625266174079649344e-03
5.200000000000000178e+00	5.475752390611926014e-03
5.300000000000000711e+00	5.994278538937260724e-03
5.400000000000000355e+00	2.484312642778758844e-03
5.500000000000000000e+00	-3.123864968475202879e-03
5.600000000000000533e+00	-7.379547637653751171e-03
5.700000000000000178e+00	-7.428621859110298362e-03
5.800000000000000711e+00	-2.843746090210262732e-03
5.900000000000000355e+00	3.970845613486886048e-03
6.000000000000000000e+00	9.084811668441526017e-03
6.100000000000000533e+00	9.310392583156607005e-03
6.200000000000000178e+00	4.117137322560440044e-03
6.300000000000000711e+00	-3.922719907037564707e-03
6.400000000000000355e+00	-1.044876320228988083e-02
6.500000000000000000e+00	-1.168800477995972538e-02
6.600000000000000533e+00	-6.584528316397985151e-03
6.700000000000000178e+00	2.510118507123857649e-03
6.800000000000000711e+00	1.099515540240813931e-02
6.900000000000000355e+00	1.440576472719530716e-02
7.000000000000000000e+00	1.072943759163195315e-02
7.100000000000000533e+00	1.444465052840821374e-03
7.200000000000000178e+00	-9.196702399246383525e-03
7.300000000000000711e+00	-1.621719526532709732e-02
7.400000000000000355e+00	-1.624686709065533557e-02
7.500000000000000000e+00	-9.022909271222265964e-03
7.600000000000000533e+00	2.530388425704328294e-03
7.700000000000000178e+00	1.357031713899449141e-02
7.800000000000000711e+00	1.939923055470257549e-02
7.900000000000000355e+00	1.744508478137622026e-02
8.000000000000000000e+00	8.303874123606893101e-03
8.099999999999999645e+00	-4.531376395308264575e-03
8.200000000000001066e+00	-1.607252489327363337e-02
8.300000000000000711e+00	-2.180654437295368592e-02
8.400000000000000355e+00	-1.945320726639136050e-02
8.500000000000000000e+00	-9.802178189359014512e-03
8.599999999999999645e+00	3.649985043552566189e-03
8.700000000000001066e+00	1.602964562870446558e-02
8.800000000000000711e+00	2.284695695348211777e-02
8.900000000000000355e+00	2.158400328337158405e-02
9.000000000000000000e+00	1.257908748278217109e-02
9.099999999999999645e+00	-1.107993553413669750e-03
9.200000000000001066e+00	-1.479909585284003293e-02
9.300000000000000711e+00	-2.384643905709289691e-02
9.400000000000000355e+00	-2.521706489343423369e-02
9.500000000000000000e+00	-1.846968973667642219e-02
9.600000000000001421e+00	-5.837666494248681948e-03
9.700000000000001066e+00	8.551709193199200781e-03
9.800000000000000711e+00	2.003863724856820572e-02
9.900000000000000355e+00	2.493872966082232370e-02
1.000000000000000000e+01	2.171501757581117270e-02
1.010000000000000142e+01	1.142714153844286672e-02
1.020000000000000107e+01	-2.681629574700702869e-03
1.030000000000000071e+01	-1.628741870291194535e-02
1.040000000000000036e+01	-2.536333367548765372e-02
1.050000000000000000e+01	-2.735050561548355713e-02
1.060000000000000142e+01	-2.178409625978283345e-02
1.070000000000000107e+01	-1.028567486511056811e-02
1.080000000000000071e+01	3.973048070872804011e-03
1.090000000000000036e+01	1.715105377912848686e-02
1.100000000000000000e+01	2.574771787969401537e-02
1.110000000000000142e+01	2.750087270463904415e-02
1.120000000000000107e+01	2.195328427598923493e-02
1.130000000000000071e+01	1.055278643748931017e-02
1.140000000000000036e+01	-3.732827264480255165e-03
1.150000000000000000e+01	-1.718813813209253347e-02
1.160000000000000142e+01	-2.631166475086048687e-02
1.170000000000000107e+01	-2.871713347078326539e-02
1.180000000000000071e+01	-2.374198516072875340e-02
1.190000000000000036e+01	-1.260340818590087973e-02
1.200000000000000000e+01	1.944711223814332961e-03
1.210000000000000142e+01	1.635729442418225668e-02
1.220000000000000107e+01	2.722011140308957036e-02
1.230000000000000071e+01	3.207694539160709651e-02
1.240000000000000036e+01	2.995303734861781350e-02
1.250000000000000000e+01	2.148803017144548452e-02
1.260000000000000142e+01	8.704822205111083580e-03
1.270000000000000107e+01	-5.490353004142630583e-03
1.280000000000000071e+01	-1.795436038991784708e-02
1.290000000000000036e+01	-2.597394346391015268e-02
1.300000000000000000e+01	-2.783117800664611577e-02
1.310000000000000142e+01	-2.315831196207202361e-02
1.320000000000000107e+01	-1.300348014479864658e-02
1.330000000000000071e+01	4.143934891243065835e-04
1.340000000000000036e+01	1.420829651413817521e-02
1.350000000000000000e+01	2.546055984436474198e-02
1.360000000000000142e+01	3.183669639711837057e-02
1.370000000000000107e+01	3.203468604162378053e-02
1.380000000000000071e+01	2.599097373860721760e-02
1.390000000000000036e+01	1.483792022102401083e-02
1.400000000000000000e+01	6.569826272365924917e-04
1.410000000000000142e+01	-1.391267057693836538e-02
1.420000000000000107e+01	-2.615228185399191135e-02
1.430000000000000071e+01	-3.376577531646684366e-02
1.440000000000000036e+01	-3.532528361867334765e-02
1.450000000000000000e+01	-3.056620566889751631e-02
1.460000000000000142e+01	-2.045369596212224042e-02
1.470000000000000107e+01	-6.989616918074720124e-03
1.480000000000000071e+01	7.204970578607345841e-03
1.490000000000000036e+01	1.943272040341003162e-02
1.500000000000000000e+01	2.745521587442597070e-02
1.510000000000000142e+01	2.989913841955211746e-02
1.520000000000000107e+01	2.645852996452463524e-02
1.530000000000000071e+01	1.787650254149136114e-02
1.540000000000000036e+01	5.741814483088309405e-03
1.550000000000000000e+01	-7.831863766471935939e-03
1.560000000000000142e+01	-2.057086443901995701e-02
1.570000000000000107e+01	-3.039262667759549952e-02
1.580000000000000071e+01	-3.570498581517713571e-02
1.590000000000000036e+01	-3.562925292714171077e-02
1.600000000000000000e+01	-3.012724494929866145e-02
1.610000000000000142e+01	-2.001235712862577468e-02
