,SNR Input,mean SNR out,std SNR out,fit slope,Num Sums
0,0.044691602,2.044903926,0.530617167,4.350278593,59
1,0.045729862,2.080346362,0.489368022,4.350278593,59
2,0.046405163,2.103066988,0.525990404,4.350278593,59
3,0.046913533,2.084469035,0.551627925,4.350278593,59
4,0.047042257,2.033314989,0.481670072,4.350278593,59
5,0.047568693,2.043328405,0.489310298,4.350278593,59
6,0.048061459,2.117729531,0.516036839,4.350278593,59
7,0.048740326,2.099827596,0.496264438,4.350278593,59
8,0.049155351,2.058939666,0.527300382,4.350278593,59
9,0.049087767,2.037943703,0.528370826,4.350278593,59
10,0.050345816,2.084438773,0.509369982,4.350278593,59
11,0.051067829,2.062826712,0.511663776,4.350278593,59
12,0.051377604,2.078904671,0.512114635,4.350278593,59
13,0.05171591,2.052006092,0.515550206,4.350278593,59
14,0.051675359,2.002072953,0.487309698,4.350278593,59
15,0.05312104,2.089010665,0.474668989,4.350278593,59
16,0.05318583,2.070123728,0.492907959,4.350278593,59
17,0.054457639,2.013193559,0.482504893,4.350278593,59
18,0.054567941,2.068573673,0.49346301,4.350278593,59
19,0.055867397,2.063385132,0.50701848,4.350278593,59
20,0.056301563,2.119992612,0.502478803,4.350278593,59
21,0.056599278,2.00996534,0.482712825,4.350278593,59
22,0.057940658,2.055459864,0.48258896,4.350278593,59
23,0.058707333,1.998862048,0.47044311,4.350278593,59
24,0.059792482,2.068244751,0.481545364,4.350278593,59
25,0.060587812,2.035953454,0.502944938,4.350278593,59
26,0.061521606,2.079340232,0.496974648,4.350278593,59
27,0.060988257,2.041096255,0.487788757,4.350278593,59
28,0.062633111,2.023708899,0.468413787,4.350278593,59
29,0.063522541,2.031343858,0.476599752,4.350278593,59
30,0.064730394,2.058844364,0.525277846,4.350278593,59
31,0.065221014,2.025108998,0.513336334,4.350278593,59
32,0.066383593,2.002698829,0.485478126,4.350278593,59
33,0.067916771,2.050190755,0.504605629,4.350278593,59
34,0.068495469,2.068861995,0.554411285,4.350278593,59
35,0.069571197,2.070030013,0.5032661,4.350278593,59
36,0.071066298,2.061055994,0.513465624,4.350278593,59
37,0.070761934,2.030298051,0.467578196,4.350278593,59
38,0.072425519,2.067203761,0.494983319,4.350278593,59
39,0.074061019,2.065488233,0.567216927,4.350278593,59
40,0.075263195,2.050022253,0.503001513,4.350278593,59
41,0.077102878,2.104513812,0.480080255,4.350278593,59
42,0.078443591,2.04294603,0.467237689,4.350278593,59
43,0.079677997,2.128777155,0.505182916,4.350278593,59
44,0.080714366,2.069105277,0.503417914,4.350278593,59
45,0.082107604,2.072229067,0.491051639,4.350278593,59
46,0.084302123,2.10893362,0.475026307,4.350278593,59
47,0.085284621,2.056410872,0.522704687,4.350278593,59
48,0.087559914,2.033054519,0.495933722,4.350278593,59
49,0.088827203,2.085466656,0.515295722,4.350278593,59
50,0.090203292,2.09208828,0.492546966,4.350278593,59
51,0.091032606,2.083971062,0.492982092,4.350278593,59
52,0.094116585,2.055827692,0.468461011,4.350278593,59
53,0.096214943,2.054984271,0.511738987,4.350278593,59
54,0.097703547,2.120124065,0.52781423,4.350278593,59
55,0.100467807,2.120994934,0.521101317,4.350278593,59
56,0.102713009,2.070820597,0.556640707,4.350278593,59
57,0.105086665,2.057988761,0.528755862,4.350278593,59
58,0.107317303,2.042174048,0.517717711,4.350278593,59
59,0.109978151,2.063415592,0.539239215,4.350278593,59
60,0.112466457,2.115250457,0.519247935,4.350278593,59
61,0.115257028,2.105303306,0.51928721,4.350278593,59
62,0.119082914,2.108869616,0.506830113,4.350278593,59
63,0.121760484,2.081498368,0.499825826,4.350278593,59
64,0.126453455,2.157473925,0.551107707,4.350278593,59
65,0.130047477,2.086923797,0.472184668,4.350278593,59
66,0.132476647,2.098584551,0.530268691,4.350278593,59
67,0.135949726,2.09532985,0.514829751,4.350278593,59
68,0.140708392,2.128069063,0.505122329,4.350278593,59
69,0.146709971,2.110868614,0.521533934,4.350278593,59
70,0.150745183,2.144137023,0.528747877,4.350278593,59
71,0.156705592,2.151245124,0.541434246,4.350278593,59
72,0.159941451,2.18394137,0.545460532,4.350278593,59
73,0.166887975,2.173688839,0.518923981,4.350278593,59
74,0.173272641,2.185228158,0.543786256,4.350278593,59
75,0.180433873,2.127773633,0.54633038,4.350278593,59
76,0.188248075,2.121791273,0.50622029,4.350278593,59
77,0.196276869,2.183997548,0.531072905,4.350278593,59
78,0.205063092,2.194383515,0.536523618,4.350278593,59
79,0.212239655,2.20879226,0.554774694,4.350278593,59
80,0.224471722,2.234048018,0.559525993,4.350278593,59
81,0.237266811,2.229731246,0.569132818,4.350278593,59
82,0.252292332,2.30782815,0.599257294,4.350278593,59
83,0.267312376,2.244994227,0.542801748,4.350278593,59
84,0.278525631,2.30076843,0.583815048,4.350278593,59
85,0.296356731,2.346764388,0.637087075,4.350278593,59
86,0.320978738,2.350246919,0.578486997,4.350278593,59
87,0.349576073,2.438549902,0.601129505,4.350278593,59
88,0.376147285,2.583974259,0.647398444,4.350278593,59
89,0.407072462,2.647196587,0.673208143,4.350278593,59
90,0.452162645,2.85083903,0.759685916,4.350278593,59
91,0.501854625,2.914209865,0.755087677,4.350278593,59
92,0.569050337,3.127168165,0.747736254,4.350278593,59
93,0.648301792,3.387338996,0.800238191,4.350278593,59
94,0.752841449,3.809258714,0.788273614,4.350278593,59
95,0.897952728,4.356891672,0.813373983,4.350278593,59
96,1.137611495,5.32509549,0.839133355,4.350278593,59
97,1.516884669,6.98500204,0.836095502,4.350278593,59
98,2.27505226,10.13433316,0.963976244,4.350278593,59
99,4.489182365,19.95546496,1.018490681,4.350278593,59
