,SNR Input,mean SNR out,std SNR out,fit slope,Num Sums
0,0.045056403,2.130008524,0.519913115,0.992135056,95
1,0.04597752,2.076173916,0.515644995,0.992135056,95
2,0.045458784,2.202751703,0.551575539,0.992135056,95
3,0.046931651,2.172977262,0.495623483,0.992135056,95
4,0.046791623,2.131482049,0.482460999,0.992135056,95
5,0.046821438,2.076681446,0.511776697,0.992135056,95
6,0.048356635,2.154526423,0.504653018,0.992135056,95
7,0.048450195,2.117768361,0.489295712,0.992135056,95
8,0.049088176,2.151810546,0.535346923,0.992135056,95
9,0.04953334,2.111968384,0.498997745,0.992135056,95
10,0.050188962,2.081749343,0.489455083,0.992135056,95
11,0.051159593,2.138876794,0.51023745,0.992135056,95
12,0.051730488,2.093676978,0.528358313,0.992135056,95
13,0.052107091,2.170180808,0.536726441,0.992135056,95
14,0.052114358,2.146022205,0.501892566,0.992135056,95
15,0.052874015,2.1207188,0.513356463,0.992135056,95
16,0.053691164,2.160063949,0.525356821,0.992135056,95
17,0.054434041,2.102795707,0.501452067,0.992135056,95
18,0.055442356,2.114820964,0.485851994,0.992135056,95
19,0.05582359,2.088214196,0.532030221,0.992135056,95
20,0.0565317,2.110907157,0.532648693,0.992135056,95
21,0.057074743,2.125506823,0.497114654,0.992135056,95
22,0.057208256,2.130429435,0.525122233,0.992135056,95
23,0.05777679,2.125378443,0.496922422,0.992135056,95
24,0.059907947,2.11932446,0.503688959,0.992135056,95
25,0.060207217,2.094838321,0.510293332,0.992135056,95
26,0.061501997,2.133759874,0.528811175,0.992135056,95
27,0.061874994,2.095436532,0.524392505,0.992135056,95
28,0.063196866,2.122419892,0.501613743,0.992135056,95
29,0.063267635,2.149874441,0.484804672,0.992135056,95
30,0.064943175,2.147757882,0.495133217,0.992135056,95
31,0.065868646,2.080196118,0.501508048,0.992135056,95
32,0.066800621,2.112516855,0.504529631,0.992135056,95
33,0.067495611,2.091843648,0.506886574,0.992135056,95
34,0.068270224,2.124031786,0.473109703,0.992135056,95
35,0.069469283,2.122048603,0.506476931,0.992135056,95
36,0.07113822,2.136933277,0.548142957,0.992135056,95
37,0.071724114,2.098116444,0.456536895,0.992135056,95
38,0.072680286,2.077930304,0.474495543,0.992135056,95
39,0.073536,2.151154784,0.500011219,0.992135056,95
40,0.074847939,2.043846534,0.478171996,0.992135056,95
41,0.07716408,2.103832561,0.483104641,0.992135056,95
42,0.0778421,2.076383976,0.494741403,0.992135056,95
43,0.079004595,2.095524958,0.530993787,0.992135056,95
44,0.081307382,2.090939919,0.49436803,0.992135056,95
45,0.082779523,2.085576743,0.513369993,0.992135056,95
46,0.082770771,2.099469292,0.505214915,0.992135056,95
47,0.085784177,2.062005421,0.466047567,0.992135056,95
48,0.087163224,2.123182942,0.481154066,0.992135056,95
49,0.088554827,2.085926359,0.483207087,0.992135056,95
50,0.091006124,2.145431481,0.502865605,0.992135056,95
51,0.092476552,2.096910978,0.490156968,0.992135056,95
52,0.093900854,2.106232153,0.519187083,0.992135056,95
53,0.096192225,2.083584336,0.46806784,0.992135056,95
54,0.098041844,2.114368253,0.502363569,0.992135056,95
55,0.100412449,2.120815736,0.50699863,0.992135056,95
56,0.103192445,2.037901356,0.463613689,0.992135056,95
57,0.104065179,2.101321107,0.478866661,0.992135056,95
58,0.108164717,2.098981215,0.481608599,0.992135056,95
59,0.110792701,2.136331096,0.497059815,0.992135056,95
60,0.113582181,2.059431389,0.487881384,0.992135056,95
61,0.114301926,2.123581126,0.466559523,0.992135056,95
62,0.118799211,2.102859071,0.506613679,0.992135056,95
63,0.122081534,2.136258387,0.526258804,0.992135056,95
64,0.124129479,2.131048367,0.515975928,0.992135056,95
65,0.129737142,2.130704413,0.536041314,0.992135056,95
66,0.132970225,2.138256362,0.518338619,0.992135056,95
67,0.13682763,2.156422862,0.497753191,0.992135056,95
68,0.140389088,2.150433573,0.514208443,0.992135056,95
69,0.146672517,2.125584431,0.53264719,0.992135056,95
70,0.151522897,2.120087346,0.523080651,0.992135056,95
71,0.155832748,2.108213958,0.507592606,0.992135056,95
72,0.159965808,2.153591723,0.505241144,0.992135056,95
73,0.166009572,2.138297997,0.504372022,0.992135056,95
74,0.17319198,2.107692437,0.479765889,0.992135056,95
75,0.178638879,2.081796505,0.500397123,0.992135056,95
76,0.187687133,2.104817941,0.479360272,0.992135056,95
77,0.195192082,2.14275792,0.504719089,0.992135056,95
78,0.206964209,2.156977965,0.541389689,0.992135056,95
79,0.215810278,2.15853661,0.532413847,0.992135056,95
80,0.227174312,2.168669319,0.508100724,0.992135056,95
81,0.237606992,2.176920342,0.521508982,0.992135056,95
82,0.249726025,2.102878135,0.523158552,0.992135056,95
83,0.264454448,2.185491763,0.511408623,0.992135056,95
84,0.278858428,2.127268627,0.472062796,0.992135056,95
85,0.30285278,2.145980051,0.54939508,0.992135056,95
86,0.324599743,2.136859649,0.489544446,0.992135056,95
87,0.349317616,2.165090992,0.542798987,0.992135056,95
88,0.378567632,2.209325671,0.489191281,0.992135056,95
89,0.409276939,2.172749483,0.540702167,0.992135056,95
90,0.451313658,2.227355525,0.565731055,0.992135056,95
91,0.493982126,2.250126762,0.525556005,0.992135056,95
92,0.5644045,2.209768324,0.494802501,0.992135056,95
93,0.640200954,2.273764553,0.533828024,0.992135056,95
94,0.752743154,2.38174348,0.554340316,0.992135056,95
95,0.900280773,2.512500648,0.592677254,0.992135056,95
96,1.130619971,2.639234787,0.583919665,0.992135056,95
97,1.49699957,2.902925227,0.644540988,0.992135056,95
98,2.263913306,3.571679584,0.632224245,0.992135056,95
99,4.550746484,6.072499269,0.757630855,0.992135056,95
