,SNR Input,mean SNR out,std SNR out,fit slope,Num Sums
0,0.045151491,2.010704576,0.431061178,3.498126826,30
1,0.045683611,2.001101307,0.412206057,3.498126826,30
2,0.045678224,2.029939588,0.483870107,3.498126826,30
3,0.046238803,2.021343752,0.440258441,3.498126826,30
4,0.0472254,2.020973957,0.459004638,3.498126826,30
5,0.047912296,2.063651523,0.489761034,3.498126826,30
6,0.048076619,2.054552161,0.457259256,3.498126826,30
7,0.048466014,2.00247766,0.436508475,3.498126826,30
8,0.048477055,2.030567626,0.461425187,3.498126826,30
9,0.049914548,2.001790656,0.444505791,3.498126826,30
10,0.050568967,2.040942653,0.440351497,3.498126826,30
11,0.050681854,2.084265384,0.456110218,3.498126826,30
12,0.051419502,2.040854198,0.448679632,3.498126826,30
13,0.051821795,2.06208241,0.427995393,3.498126826,30
14,0.052187664,2.020363171,0.467895732,3.498126826,30
15,0.052472093,2.034054679,0.453034399,3.498126826,30
16,0.053386778,2.049183316,0.478783838,3.498126826,30
17,0.054647947,2.061759761,0.455117716,3.498126826,30
18,0.054375768,1.985275881,0.458723639,3.498126826,30
19,0.05583492,2.10284354,0.457681846,3.498126826,30
20,0.05593938,1.980808548,0.439818609,3.498126826,30
21,0.057213745,2.012233762,0.442389468,3.498126826,30
22,0.057428287,2.050774369,0.440785252,3.498126826,30
23,0.05883725,2.060142541,0.435806168,3.498126826,30
24,0.059896022,2.053665244,0.474781975,3.498126826,30
25,0.059419583,2.051686635,0.429620575,3.498126826,30
26,0.060649764,2.029949819,0.440835207,3.498126826,30
27,0.06191101,2.078391857,0.469032127,3.498126826,30
28,0.062603954,1.961456814,0.405801992,3.498126826,30
29,0.063693546,2.044280182,0.448742691,3.498126826,30
30,0.063976502,2.07270793,0.480483872,3.498126826,30
31,0.064685315,2.043445667,0.418640895,3.498126826,30
32,0.06639402,2.002861021,0.425169718,3.498126826,30
33,0.067227386,2.040070044,0.425258935,3.498126826,30
34,0.068625742,2.060962706,0.461094689,3.498126826,30
35,0.069595821,2.051663949,0.418879376,3.498126826,30
36,0.070416173,2.048109551,0.461717045,3.498126826,30
37,0.071260349,2.078442398,0.483714855,3.498126826,30
38,0.072881971,2.079962091,0.521576673,3.498126826,30
39,0.073722402,2.034630431,0.467948513,3.498126826,30
40,0.075881754,2.047525348,0.42929783,3.498126826,30
41,0.076060783,2.035111676,0.483043883,3.498126826,30
42,0.077813769,2.099067087,0.450764103,3.498126826,30
43,0.079324726,2.087674646,0.46592666,3.498126826,30
44,0.080641164,2.106813101,0.439377163,3.498126826,30
45,0.08175062,2.036811951,0.425157758,3.498126826,30
46,0.083531177,2.055163627,0.442073735,3.498126826,30
47,0.085882713,2.048318666,0.46018793,3.498126826,30
48,0.086934774,1.999791962,0.485100053,3.498126826,30
49,0.088713509,2.027187042,0.471328809,3.498126826,30
50,0.089555642,2.082212931,0.466577621,3.498126826,30
51,0.091704418,2.055305491,0.439651301,3.498126826,30
52,0.094151528,2.056963103,0.454268103,3.498126826,30
53,0.095944181,1.988440868,0.445114388,3.498126826,30
54,0.098979302,2.05306887,0.436235688,3.498126826,30
55,0.099272151,2.04535064,0.431744706,3.498126826,30
56,0.102782342,2.038584632,0.451448824,3.498126826,30
57,0.104881898,2.049550241,0.431027778,3.498126826,30
58,0.10818171,2.073238833,0.494151857,3.498126826,30
59,0.108637161,2.015571761,0.439193707,3.498126826,30
60,0.111374578,2.026776694,0.43379467,3.498126826,30
61,0.116587515,2.068319973,0.459023629,3.498126826,30
62,0.118871414,2.036107887,0.451786691,3.498126826,30
63,0.121498721,2.051013032,0.456632604,3.498126826,30
64,0.126145273,2.033397815,0.458505328,3.498126826,30
65,0.129199803,2.048454586,0.477065832,3.498126826,30
66,0.132636342,2.068235626,0.501036953,3.498126826,30
67,0.135364426,2.088088058,0.442821595,3.498126826,30
68,0.14088443,2.093231614,0.457575706,3.498126826,30
69,0.143707492,2.095861712,0.496501417,3.498126826,30
70,0.150399051,2.122715757,0.472300564,3.498126826,30
71,0.156753434,2.096412477,0.477422104,3.498126826,30
72,0.160980306,2.112861849,0.4895864,3.498126826,30
73,0.166310479,2.100474439,0.472771023,3.498126826,30
74,0.174760116,2.079818237,0.494207935,3.498126826,30
75,0.182118169,2.114198791,0.497622963,3.498126826,30
76,0.188440853,2.13065383,0.499897254,3.498126826,30
77,0.196114855,2.134637047,0.501791327,3.498126826,30
78,0.204552429,2.152603703,0.497545316,3.498126826,30
79,0.215259273,2.183299269,0.513732952,3.498126826,30
80,0.226682371,2.190936413,0.539443741,3.498126826,30
81,0.238645428,2.168464926,0.490294073,3.498126826,30
82,0.252182836,2.169527629,0.523296303,3.498126826,30
83,0.267720135,2.212762368,0.477962705,3.498126826,30
84,0.282630828,2.228619265,0.484437153,3.498126826,30
85,0.300488632,2.200272509,0.529885794,3.498126826,30
86,0.322803778,2.276163834,0.51810877,3.498126826,30
87,0.347863569,2.319101587,0.557549782,3.498126826,30
88,0.373300044,2.350690739,0.566102121,3.498126826,30
89,0.40921782,2.449893213,0.60470044,3.498126826,30
90,0.446149772,2.524619543,0.567603017,3.498126826,30
91,0.505876578,2.658410687,0.614780067,3.498126826,30
92,0.562834794,2.826735591,0.654271717,3.498126826,30
93,0.649621555,3.081524848,0.705864828,3.498126826,30
94,0.752426131,3.371850096,0.711467493,3.498126826,30
95,0.90993568,3.877410975,0.739057418,3.498126826,30
96,1.126375504,4.595069116,0.714266138,3.498126826,30
97,1.50755021,5.821211835,0.817021444,3.498126826,30
98,2.276066713,8.519702055,0.808768856,3.498126826,30
99,4.543089271,16.54921358,0.991042535,3.498126826,30
